"","Filtros"
"Cancelada","Não"
"Operação","S - Venda"

"Documento","Código Produto","Cancelada","Operação","Valor item NF","Valor Total Item","Desconto Item","Plano de Pagamento","Qtde Item","Descrição Produto","Linha Produto","Setor Produto","Aprovador Desconto"
"29557","28208","Não","S - Venda","4,75","4,75","0,00","DINHEIRO","1,00","Peso Simples Rochedo Panelao Bola","Peças e Acess. Reposição","Utilidades Domesticas","(blank)"
"29557","11599","Não","S - Venda","3,25","3,25","0,00","DINHEIRO","1,00","Borracha Silicone Multiuso 04.5 Az Guamantec Ref. 509231","Peças e Acess. Reposição","Utilidades Domesticas","(blank)"
"29558","442459","Não","S - Venda","0,50","0,50","0,00","DINHEIRO","1,00","Parafuso C/ Porca Sext 3/16 X2 Mister","Fixadores","Ferragem","(blank)"
"29558","128537","Não","S - Venda","0,50","0,50","0,00","DINHEIRO","2,00","Arruela Lisa Zincada 3/16 2.270","Fixadores","Ferragem","(blank)"
"29558","1117","Não","S - Venda","19,75","19,75","0,00","DINHEIRO","1,00","Tampa Garrafa Term 6cm Uc202094","Chimarrao","Utilidades Domesticas","(blank)"
"29559","9283","Não","S - Venda","13,00","13,00","0,00","DINHEIRO","2,00","Dori Amendoim Pettiz Cebola/Salsa 120Gr","Caixas","Caixas","(blank)"
"29559","5490","Não","S - Venda","6,99","6,99","0,00","DINHEIRO","1,00","Plugue Macho 2p + t 10a/250v Br","Residencial","Elétrica","(blank)"
"29559","5493","Não","S - Venda","8,50","8,50","0,00","DINHEIRO","1,00","Plugue Femea 2p + t 10a/250v Br","Residencial","Elétrica","(blank)"
"29559","14553","Não","S - Venda","18,50","18,50","0,00","DINHEIRO","2,00","Lampada Led Tkl 100 17w 6500k","Lampadas","Elétrica","(blank)"
"29560","9794537","Não","S - Venda","8,25","8,25","0,00","DINHEIRO","1,00","Capa Chuva Descartavel Nacional","Bazar","Bazar","(blank)"
"29561","9793714","Não","S - Venda","15,25","15,25","0,00","DÉBITO - REDE CARD","1,00","Suporte Fixo Tv 14"" A 84"" Pt","Acessorios Tv","Elétrica","(blank)"
"29562","9792619","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","2,00","Pregador Roupas Madeira 12Pcs Sanremo","Lavanderia","Lavanderia","(blank)"
"29562","10674","Não","S - Venda","6,50","6,50","0,00","DINHEIRO","1,00","Cortina Box Plast-Leo 1.35x1.8 Est","Bazar","Bazar","(blank)"
"29563","455657","Não","S - Venda","0,60","0,60","0,00","DÉBITO - BANRISUL","4,00","Bucha 08 C/ Anel Dtools","Fixadores","Ferragem","(blank)"
"29563","30830","Não","S - Venda","3,00","3,00","0,00","DÉBITO - BANRISUL","4,00","Pitao C/r S/bucha 08mm Zinc","Fixadores","Ferragem","(blank)"
"29563","8414","Não","S - Venda","8,25","8,25","0,00","DÉBITO - BANRISUL","1,00","Corda Varal 15m Mor","Lavanderia","Lavanderia","(blank)"
"29564","6324","Não","S - Venda","2,00","2,00","0,00","DÉBITO - REDE CARD","1,00","Lixa Dagua Ldv0023  G400 Vonder","Pintura","Ferragem","(blank)"
"29565","7729","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","1,00","Organizador Gaveta Plast 8.5x8.5cm Br Uz","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"29565","9794491","Não","S - Venda","4,00","4,00","0,00","DINHEIRO","1,00","Coador Cafe 90mm Br","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"29565","7735","Não","S - Venda","12,00","12,00","0,00","DINHEIRO","1,00","Organizador Gaveta Plast 5.5x17x25.5cm Br Uz","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"29565","9794080","Não","S - Venda","38,75","38,75","0,00","DINHEIRO","1,00","Cesta Organizadora Rattan C/ Tampa 35x25x17cm Cr","Lavanderia","Lavanderia","(blank)"
"29566","11197","Não","S - Venda","175,50","175,50","0,00","DINHEIRO","1,00","Ducha Futura Eletrônica 7500w 220v - Lorenzetti","Chuveiros e Aquecedores","Elétrica","(blank)"
"29567","9794651","Não","S - Venda","12,90","12,90","0,00","DÉBITO - REDE CARD","1,00","Cj Forma P/ Air Fryer 16CmX4.5Cm BS0122 30PCS","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"29567","8414","Não","S - Venda","16,50","16,50","0,00","DÉBITO - REDE CARD","2,00","Corda Varal 15m Mor","Lavanderia","Lavanderia","(blank)"
"29567","8418","Não","S - Venda","54,25","54,25","0,00","DÉBITO - REDE CARD","1,00","Varal Mini Ret 32 Prendedores Dobravel","Lavanderia","Lavanderia","(blank)"
"29568","530","Não","S - Venda","24,00","24,00","0,00","CRÉDITO 1X - REDE CARD","4,00","Puxador Lira 224mm Prata Uv","Puxadores e Fechaduras","Ferragem","(blank)"
"29568","35","Não","S - Venda","2,50","2,50","0,00","CRÉDITO 1X - REDE CARD","1,00","Halls Cereja","Caixas","Caixas","(blank)"
"29568","10727","Não","S - Venda","21,50","21,50","0,00","CRÉDITO 1X - REDE CARD","1,00","Cortina Box Vinil Visor Retang Coqueiro","Acessorios de Banheiro","Hidraulicos","(blank)"
"29569","27152","Não","S - Venda","31,25","31,25","0,00","CRÉDITO 2X - REDE CARD","1,00","Kit Viagem 8 Pc","Bazar","Bazar","(blank)"
"29569","10391","Não","S - Venda","37,00","37,00","0,00","CRÉDITO 2X - REDE CARD","2,00","Cabide Saia C/presilha 2pc","Bazar","Bazar","(blank)"
"29569","29416","Não","S - Venda","16,50","16,50","0,00","CRÉDITO 2X - REDE CARD","2,00","Frasco 100ml Recarregavel","Bazar","Bazar","(blank)"
"29570","9791562","Não","S - Venda","7,50","7,50","0,00","DINHEIRO","1,00","Tesoura Escolar Pequena WPT15031","Acessorios Escolares","Escolar/escritorio","(blank)"
"29571","377225","Não","S - Venda","1,75","1,75","0,00","DINHEIRO","1,00","Papel Celofane 0.85cmx1.00m Incolor","Papelaria","Escolar/escritorio","(blank)"
"29571","9267","Não","S - Venda","2,75","2,75","0,00","DINHEIRO","1,00","Dori Gelatina Girafa Morango 30Gr","Caixas","Caixas","(blank)"
"29572","6447","Não","S - Venda","29,25","29,25","0,00","DÉBITO - REDE CARD","1,00","Caixa Correio Plast CPN0019 954","Acessorios de Ferragem","Ferragem","(blank)"
"29572","18423","Não","S - Venda","29,75","29,75","0,00","DÉBITO - REDE CARD","1,00","Perfume Avipet Clean 120ml Rich Avi234","Pet","Pet","(blank)"
"29572","11463","Não","S - Venda","6,75","6,75","0,00","DÉBITO - REDE CARD","1,00","Canario Dagua 6pc","Brinquedos","Brinquedos","(blank)"
"29572","11465","Não","S - Venda","6,50","6,50","0,00","DÉBITO - REDE CARD","1,00","Tartaruga 12 Pcs","Brinquedos","Brinquedos","(blank)"
"29572","9792679","Não","S - Venda","17,25","17,25","0,00","DÉBITO - REDE CARD","1,00","Encaixe Divertido Formas E Frações Mdf Sortido","Brinquedos","Brinquedos","(blank)"
"29572","9793750","Não","S - Venda","19,75","19,75","0,00","DÉBITO - REDE CARD","1,00","Fonte Veicular C/ 2 Usb WU-F009","Caixas","Caixas","(blank)"
"29573","7659","Não","S - Venda","15,00","15,00","0,00","DINHEIRO","1,00","Porta Detergente Rs Plast Pp","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"29573","7737","Não","S - Venda","12,00","12,00","0,00","DINHEIRO","1,00","Organizador Gaveta Uz 170X255mm Rs UZ381-ROS","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"29573","11262","Não","S - Venda","19,50","19,50","0,00","DINHEIRO","1,00","Tabua Carne Cinquetti Utile Bco","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"29573","7741","Não","S - Venda","14,75","14,75","0,00","DINHEIRO","1,00","Organizador Gaveta Uz 125X340mm Rs UZ383-ROS","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"29574","20463","Não","S - Venda","14,25","14,25","0,00","DINHEIRO","3,00","Puxador Bola Dourado Pq P1-28","Puxadores e Fechaduras","Ferragem","(blank)"
"29575","9791971","Não","S - Venda","2,25","2,25","0,00","DINHEIRO","1,00","Fita Isolante Anti Chama Pt 18mm 5m COD510","Acessorios de Ferragem","Ferragem","(blank)"
"29575","9792011","Não","S - Venda","15,99","15,99","0,00","DINHEIRO","1,00","Cj 1 Interruptor Simples + 1 Tomada 10A 250V Liz Flex Br","Residencial","Elétrica","(blank)"
"29575","9791626","Não","S - Venda","3,99","3,99","0,00","DINHEIRO","1,00","Soquete Fixo E27 4A 250V Br","Residencial","Elétrica","(blank)"
"29576","9793970","Não","S - Venda","5,50","5,50","0,00","DINHEIRO","1,00","Grafite Polymer 0.5mm Hb Faber","Acessorios Escolares","Escolar/escritorio","(blank)"
"29576","30581","Não","S - Venda","2,75","2,75","0,00","DINHEIRO","1,00","Lapiseira 0.5mm Grip","Acessorios Escolares","Escolar/escritorio","(blank)"
"29577","13986","Não","S - Venda","43,50","43,50","0,00","DINHEIRO","2,00","Vela Got Esteril","Pecas Frias","Hidraulicos","(blank)"
"29577","17275","Não","S - Venda","8,75","8,75","0,00","DINHEIRO","1,00","Torneira Filtro Manual Pr-Pr 5/8 Herc","Pecas Frias","Hidraulicos","(blank)"
"29577","9791116","Não","S - Venda","8,50","8,50","0,00","DINHEIRO","1,00","TORNEIRA FILT C/ ALAV MAN BR BR IND","Pecas Frias","Hidraulicos","(blank)"
"29578","9794650","Não","S - Venda","16,99","16,99","0,00","DINHEIRO","1,00","Cj Forma P/ Air Fryer 20CMX4.5CM BS0121 30Pcs","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"29578","431637","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","1,00","Escovinha Limpa Bomba Forte Inox","Chimarrao","Utilidades Domesticas","(blank)"
"29579","24906","Não","S - Venda","42,50","23,90","18,60","DINHEIRO","1,00","Lampada Led Avant Br 09w 6500k Bivolt 6un","Lampadas","Elétrica","(blank)"
"29580","3258","Não","S - Venda","18,50","18,50","0,00","CRÉDITO 5X - REDE CARD","2,00","Pote Tramontina Mixcolor 300ml","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"29580","9792275","Não","S - Venda","39,25","39,25","0,00","CRÉDITO 5X - REDE CARD","1,00","Papeleira Branca C/ Ventosa","Acessorios de Banheiro","Hidraulicos","(blank)"
"29580","9794045","Não","S - Venda","13,75","13,75","0,00","CRÉDITO 5X - REDE CARD","1,00","Peneira / Coador 12cm Aco Inox","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"29580","9793818","Não","S - Venda","11,00","11,00","0,00","CRÉDITO 5X - REDE CARD","1,00","Colher Para Sorvete 19cm","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"29580","9792624","Não","S - Venda","6,25","6,25","0,00","CRÉDITO 5X - REDE CARD","1,00","Estojo Plastico Multiuso Sanremo","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"29580","2815","Não","S - Venda","4,25","4,25","0,00","CRÉDITO 5X - REDE CARD","1,00","Garfo Sobremesa Tramontina Buzios Inox","Talheres de Mesa","Utilidades Domesticas","(blank)"
"29580","2816","Não","S - Venda","4,00","4,00","0,00","CRÉDITO 5X - REDE CARD","1,00","Colher Sobremesa Tramontina Buzios Inox","Talheres de Mesa","Utilidades Domesticas","(blank)"
"29580","2979","Não","S - Venda","5,25","5,25","0,00","CRÉDITO 5X - REDE CARD","1,00","Garfo Mesa Tramontina Buzios Inox","Talheres de Mesa","Utilidades Domesticas","(blank)"
"29580","8767","Não","S - Venda","86,25","86,25","0,00","CRÉDITO 5X - REDE CARD","1,00","Bolsa Termica 18l Pop Az","Camping","Camping","(blank)"
"29580","9794268","Não","S - Venda","16,75","16,75","0,00","CRÉDITO 5X - REDE CARD","1,00","Processador Alimentos 500ml C/3 Laminas 12.5 X 9cm CM36","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"29580","9792542","Não","S - Venda","11,00","11,00","0,00","CRÉDITO 5X - REDE CARD","1,00","Saboneteira Banheiro Porta Sabonete Baleia Plastico P/ Parede","Acessorios de Banheiro","Hidraulicos","(blank)"
"29580","3730","Não","S - Venda","9,00","9,00","0,00","CRÉDITO 5X - REDE CARD","1,00","Faca Mesa Tramontina Laguna Inox","Talheres de Mesa","Utilidades Domesticas","(blank)"
"29580","3791","Não","S - Venda","9,00","9,00","0,00","CRÉDITO 5X - REDE CARD","1,00","Talher Mesa Inox Laguna Sortido","Talheres de Mesa","Utilidades Domesticas","(blank)"
"29580","29075","Não","S - Venda","4,25","4,25","0,00","CRÉDITO 5X - REDE CARD","1,00","Pinca Sobrancelha 9cm Inox","Caixas","Caixas","(blank)"
"29580","9788721","Não","S - Venda","3,25","3,25","0,00","CRÉDITO 5X - REDE CARD","1,00","Escova Unha Hedera R.526","Caixas","Caixas","(blank)"
"29581","368339","Não","S - Venda","7,00","7,00","0,00","DINHEIRO","4,00","Fio Flexivel 750v 1,5mm","Fracionados","Fracionados","(blank)"
"29581","9792978","Não","S - Venda","5,25","5,25","0,00","DINHEIRO","1,00","Arame Galvanizado Bwg 18 10m Syg","Acessorios de Ferragem","Ferragem","(blank)"
"29582","20270","Não","S - Venda","10,25","10,25","0,00","DINHEIRO","1,00","Boneco Montar Defensor Noturno GGB Plast","Brinquedos","Brinquedos","(blank)"
"29582","20273","Não","S - Venda","8,75","8,75","0,00","DINHEIRO","1,00","Boneco Montar Defensor Azul GGB Plast","Brinquedos","Brinquedos","(blank)"
"29583","9790259","Não","S - Venda","26,00","26,00","0,00","DINHEIRO","1,00","Pulverizador Leitoso 1,5L Startools","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"29584","4963","Não","S - Venda","9,25","9,25","0,00","DINHEIRO","1,00","Cola Bastao Colorida 10g Rs OF/8110COLORS","Acessorios Escolares","Escolar/escritorio","(blank)"
"29585","25494","Não","S - Venda","42,25","42,25","0,00","CRÉDITO 2X - REDE CARD","1,00","Guarda Chuva Infantil Top","Bazar","Bazar","(blank)"
"29586","31181","Não","S - Venda","3,25","3,25","0,00","DINHEIRO","1,00","Caneta Esf 0.7mm Cis Spiro Glow Ll","Acessorios Escolares","Escolar/escritorio","(blank)"
"29586","30586","Não","S - Venda","1,75","1,75","0,00","DINHEIRO","1,00","Caneta Marca Texto Onda Vd","Acessorios Escolares","Escolar/escritorio","(blank)"
"29586","4845","Não","S - Venda","2,00","2,00","0,00","DINHEIRO","1,00","Lapis Grafite Ecolapis Grip Faber","Acessorios Escolares","Escolar/escritorio","(blank)"
"29586","31184","Não","S - Venda","3,25","3,25","0,00","DINHEIRO","1,00","Caneta Esf 0.7mm Cis Spiro Glow Az Cl","Acessorios Escolares","Escolar/escritorio","(blank)"
"29586","31180","Não","S - Venda","3,25","3,25","0,00","DINHEIRO","1,00","Caneta Esf 0.7mm Cis Spiro Glow Rs","Acessorios Escolares","Escolar/escritorio","(blank)"
"29586","9792415","Não","S - Venda","1,75","1,75","0,00","DINHEIRO","1,00","Caneta Marca Texto Onda Az","Acessorios Escolares","Escolar/escritorio","(blank)"
"29586","30585","Não","S - Venda","1,75","1,75","0,00","DINHEIRO","1,00","Caneta Marca Texto Onda Rs","Acessorios Escolares","Escolar/escritorio","(blank)"
"29586","30584","Não","S - Venda","1,75","1,75","0,00","DINHEIRO","1,00","Caneta Marca Texto Onda Ll","Acessorios Escolares","Escolar/escritorio","(blank)"
"29587","30574","Não","S - Venda","18,00","18,00","0,00","DINHEIRO","1,00","Lapis 36 Cores Sextavado","Acessorios Escolares","Escolar/escritorio","(blank)"
"29587","7836","Não","S - Venda","1,50","1,50","0,00","DINHEIRO","3,00","Chiclete Bubbaloo Hortela 5g","Caixas","Caixas","(blank)"
"29588","25149","Não","S - Venda","16,50","16,50","0,00","DINHEIRO","1,00","Batedor Ovos Colorido Keita","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"29588","7669","Não","S - Venda","19,50","19,50","0,00","DINHEIRO","1,00","Suporte C/ Escova Sanitaria Slim Pt Plast","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"29588","29286","Não","S - Venda","2,50","2,50","0,00","DINHEIRO","1,00","Barbeador Wincy Descartavel C/2","Caixas","Caixas","(blank)"
"29588","7836","Não","S - Venda","1,00","1,00","0,00","DINHEIRO","2,00","Chiclete Bubbaloo Hortela 5g","Caixas","Caixas","(blank)"
"29588","10329","Não","S - Venda","75,00","75,00","0,00","DINHEIRO","1,00","Cesto Organizador Circular Sanremo 44L","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"29589","8455","Não","S - Venda","136,00","136,00","0,00","DINHEIRO","1,00","Escorredor Louca 2 And Maggiore 19 Pratos","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"29590","20977","Não","S - Venda","18,75","18,75","0,00","DINHEIRO","1,50","Plastico Mesa Semi Termico 140cm Vip","Fracionados","Fracionados","(blank)"
"29591","8305","Não","S - Venda","23,00","23,00","0,00","DINHEIRO","1,00","Refil Cadeira Praia Alta Mor","Camping","Camping","(blank)"
"29592","20977","Não","S - Venda","6,25","6,25","0,00","DINHEIRO","0,50","Plastico Mesa Semi Termico 140cm Vip","Fracionados","Fracionados","(blank)"
"29593","28111","Não","S - Venda","50,75","50,75","0,00","DINHEIRO","1,00","Kit Cortina 4.00m Br","Bazar","Bazar","(blank)"
"29594","10698","Não","S - Venda","42,50","42,50","0,00","DINHEIRO","2,00","Capa Terno com Ziper Plast Leo","Bazar","Bazar","(blank)"
"29594","1872","Não","S - Venda","28,50","28,50","0,00","DINHEIRO","1,00","Organizador TNT 9x34x24cm 8 Compart Cz Claro","Bazar","Bazar","(blank)"
"29595","9780","Não","S - Venda","18,50","18,50","0,00","DINHEIRO","1,00","Cortina Slim 1.40x1.70cm Damaia","Bazar","Bazar","(blank)"
"29595","11391","Não","S - Venda","9,00","9,00","0,00","DINHEIRO","1,00","Lixa Pe Ralixa C/ Ralador","Caixas","Caixas","(blank)"
"29596","30315","Não","S - Venda","27,50","27,50","0,00","DINHEIRO","1,00","Batedor Carne Cherry IXB03199","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"29597","442169","Não","S - Venda","1,00","1,00","0,00","NF PRAZO 01X","4,00","Parafuso Madeira 5.0x30 Chata Chipboard Mister","Fixadores","Ferragem","(blank)"
"29597","9793714","Não","S - Venda","15,25","15,25","0,00","NF PRAZO 01X","1,00","Suporte Fixo Tv 14"" A 84"" Pt","Acessorios Tv","Elétrica","(blank)"
"29598","15154","Não","S - Venda","2,25","2,25","0,00","DINHEIRO","1,00","Apontador Duplo Oval C/Deposito Leoeleo","Acessorios Escolares","Escolar/escritorio","(blank)"
"29598","6712","Não","S - Venda","9,75","9,75","0,00","DINHEIRO","1,00","Cad Univ Broch Cd 96Fls Stiff Az","Cadernos","Escolar/escritorio","(blank)"
"29598","6774","Não","S - Venda","9,75","9,75","0,00","DINHEIRO","1,00","Cad Broch Cd 96fls Stiff Lj","Cadernos","Escolar/escritorio","(blank)"
"29599","9793714","Não","S - Venda","15,25","15,25","0,00","DINHEIRO","1,00","Suporte Fixo Tv 14"" A 84"" Pt","Acessorios Tv","Elétrica","(blank)"
"29600","9792207","Não","S - Venda","55,50","55,50","0,00","CRÉDITO 2X - REDE CARD","1,00","Cj Shakeira Potes 3 Em 1 Homem Aranha","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"29600","30551","Não","S - Venda","3,25","3,25","0,00","CRÉDITO 2X - REDE CARD","1,00","Caneta Esf Brilho Cores","Acessorios Escolares","Escolar/escritorio","(blank)"
"29600","917","Não","S - Venda","13,00","13,00","0,00","CRÉDITO 2X - REDE CARD","1,00","Caneta Angelic Color Br Um-120Ac/8D","Acessorios Escolares","Escolar/escritorio","(blank)"
"29600","31169","Não","S - Venda","3,25","3,25","0,00","CRÉDITO 2X - REDE CARD","1,00","Caneta Esf 0.7mm Cis Spiro Gem Prata","Acessorios Escolares","Escolar/escritorio","(blank)"
"29600","29452","Não","S - Venda","5,75","5,75","0,00","CRÉDITO 2X - REDE CARD","1,00","Cj Fita Metrica 1.5m 2 Pcs BEE10006","Caixas","Caixas","(blank)"
"29601","14148","Não","S - Venda","5,50","5,50","0,00","DINHEIRO","1,00","Pa Lixo Plast Jaguar 698","Lavanderia","Lavanderia","(blank)"
"29602","22776","Não","S - Venda","22,00","22,00","0,00","CRÉDITO 1X - SENFF","1,00","Resist 220V 7500W Advanced Eletronica ADVE0275","Residencial","Elétrica","(blank)"
"29603","1915","Não","S - Venda","26,90","26,90","0,00","DINHEIRO","1,00","Cj Canecas 6pcs 250ml Bv0042","Loucas de Mesa","Loucas","(blank)"
"29604","8046","Não","S - Venda","18,50","18,50","0,00","DÉBITO - REDE CARD","2,00","Esponja Banho Slow Protection","Bazar","Bazar","(blank)"
"29604","9255","Não","S - Venda","3,50","3,50","0,00","DÉBITO - REDE CARD","1,00","Dori Amendoim Tssp 70Gr","Caixas","Caixas","(blank)"
"29605","6215","Não","S - Venda","47,50","47,50","0,00","DINHEIRO","1,00","Raquete Eletrica 52cm","Residencial","Elétrica","(blank)"
"29606","9792951","Não","S - Venda","7,50","7,50","0,00","DINHEIRO","1,00","Fio P/ Rocadeira 1.6mm 15m","Jardim","Jardinagem/flores","(blank)"
"29606","9792952","Não","S - Venda","21,50","21,50","0,00","DINHEIRO","1,00","Fio Nylon P/ Rocadeiras 15m","Jardim","Jardinagem/flores","(blank)"
"29606","9408","Não","S - Venda","10,75","10,75","0,00","DINHEIRO","1,00","Pilha Aaa C/2un Panasonic Lr03-2bt","Caixas","Caixas","(blank)"
"29607","6906","Não","S - Venda","33,75","33,75","0,00","CRÉDITO ELO 2X - REDE CARD","3,00","Cad Univ Cd 1m 80 Fls Grip Fsc","Cadernos","Escolar/escritorio","(blank)"
"29607","6915","Não","S - Venda","11,25","11,25","0,00","CRÉDITO ELO 2X - REDE CARD","1,00","Cad Univ Cd 1m 80 Fls Sport Fsc","Cadernos","Escolar/escritorio","(blank)"
"29608","431637","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","1,00","Escovinha Limpa Bomba Forte Inox","Chimarrao","Utilidades Domesticas","(blank)"
"29608","18448","Não","S - Venda","33,00","33,00","0,00","DINHEIRO","2,00","Tapete Higienico Avipet Clean 60x40 Avi280","Pet","Pet","(blank)"
"29609","2593","Não","S - Venda","18,75","18,75","0,00","DINHEIRO","1,00","Cadeado Pado Lt-20mm","Caixas","Caixas","(blank)"
"29610","9794053","Não","S - Venda","20,25","20,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Caixa Organizadora 23x14x4cm M","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"29610","9792249","Não","S - Venda","72,50","72,50","0,00","CRÉDITO 1X - REDE CARD","1,00","Suporte Papel Higienico C/ Ventosa Onix","Acessorios de Banheiro","Hidraulicos","(blank)"
